volume,author_id,work_id,book,books_in_osis,chapter_start,verse_start,testament_group,osis_ref,passage
volume_3,tertullian,jews_answer,Jer,Jer,2,10,old_testament_or_other,Bible:Jer.2.10-Jer.2.12,Jer. ii. 10–12
volume_3,tertullian,jews_answer,Amos,Amos,8,9,old_testament_or_other,Bible:Amos.8.9,Amos viii. 9
volume_3,tertullian,jews_answer,Matt,Matt|Matt|Mark|Mark|Mark|Luke,27,45,new_testament,Bible:Matt.27.45 Bible:Matt.27.50-Matt.27.52 Bible:Mark.15.33 Bible:Mark.15.37 Bible:Mark.15.38 Bible:Luke.23.44-Luke.23.45,"Matt. xxvii. 45, 50–52; Mark xv. 33,
37, 38, Luke xxiii. 44, 45"
volume_3,tertullian,jews_answer,Rev,Rev|Rev|Rev|John,22,1,new_testament,Bible:Rev.22.1 Bible:Rev.22.17 Bible:Rev.21.6 Bible:John.7.37-John.7.39,"Rev. xxii. 1, 17, and xxi. 6; John vii.
37–39"
volume_3,tertullian,jews_answer,Jer,Jer,2,10,old_testament_or_other,Bible:Jer.2.10-Jer.2.13,Jer. ii. 10–13
volume_3,tertullian,jews_answer,John,John,7,35,new_testament,Bible:John.7.35,John vii. 35
volume_3,tertullian,jews_answer,1Pet,1Pet,1,1,new_testament,Bible:1Pet.1.1,1 Pet. i. 1
volume_3,tertullian,jews_answer,Isa,Isa,65,13,old_testament_or_other,Bible:Isa.65.13-Isa.65.16,Isa. lxv. 13–16
volume_3,tertullian,jews_answer,Luke,Luke,4,27,new_testament,Bible:Luke.4.27,Luke iv. 27
volume_3,tertullian,jews_answer,2Kgs,2Kgs,6,1,old_testament_or_other,Bible:2Kgs.6.1-2Kgs.6.7,2 Kings vi. 1–7
volume_3,tertullian,jews_answer,2Kgs,2Kgs,2,16,old_testament_or_other,Bible:2Kgs.2.16,2 Kings (4 Kings in LXX.) ii. 16
volume_3,tertullian,jews_answer,Acts,Acts|Heb,7,51,new_testament,Bible:Acts.7.51-Acts.7.52 Bible:Heb.11.32-Heb.11.38,"Acts vii. 51, 52; Heb. xi.
32–38"
volume_3,tertullian,jews_answer,Gen,Gen,22,1,old_testament_or_other,Bible:Gen.22.1-Gen.22.14,Gen. xxii. 1–14
volume_3,tertullian,jews_answer,Matt,Matt|Mark|John,27,11,new_testament,Bible:Matt.27.11-Matt.27.14 Bible:Mark.15.1-Mark.15.5 Bible:John.19.8-John.19.12,"Matt. xxvii. 11–14; Mark xv.
1–5; John xix. 8–12"
volume_3,tertullian,jews_answer,Isa,Isa,53,7,old_testament_or_other,Bible:Isa.53.7-Isa.53.8,"Isa. liii. 7, 8"
volume_3,tertullian,jews_answer,Hos,Hos,6,1,old_testament_or_other,Bible:Hos.6.1,Hos. vi. 1
volume_3,tertullian,jews_answer,Luke,Luke,1,35,new_testament,Bible:Luke.1.35,Luke i. 35
volume_3,tertullian,jews_answer,Acts,Acts,2,22,new_testament,Bible:Acts.2.22,Acts ii. 22
volume_3,tertullian,jews_answer,Phil,Phil,1,10,new_testament,Bible:Phil.1.10,Phil. i. 10
volume_3,tertullian,jews_answer,Isa,Isa,2,20,old_testament_or_other,Bible:Isa.2.20,Isa. ii. 20
volume_3,tertullian,jews_answer,Isa,Isa|Isa,3,1,old_testament_or_other,Bible:Isa.3.1 Bible:Isa.3.3,"Isa. iii. 1, 3"
volume_3,tertullian,jews_answer,1Cor,1Cor|Eph|1Pet,3,10,new_testament,Bible:1Cor.3.10 Bible:Eph.2.20-Eph.2.21 Bible:1Pet.2.4-1Pet.2.8,"1 Cor. iii. 10; Eph. ii. 20, 21; 1 Pet.
ii. 4–8"
volume_3,tertullian,jews_answer,Isa,Isa,5,2,old_testament_or_other,Bible:Isa.5.2,Isa. v. 2
volume_3,tertullian,jews_answer,Isa,Isa,5,6,old_testament_or_other,Bible:Isa.5.6-Isa.5.7,"Isa. v. 6, 7"
volume_3,tertullian,jews_answer,Matt,Matt|Mark|Luke|John,27,20,new_testament,Bible:Matt.27.20-Matt.27.25 Bible:Mark.15.8-Mark.15.15 Bible:Luke.23.13-Luke.23.25 Bible:John.19.12-John.19.16,"Matt. xxvii. 20–25, Mark xv.
8–15, Luke xxiii. 13–25, John xix. 12–16"
volume_3,tertullian,jews_answer,Matt,Matt|Luke,11,13,new_testament,Bible:Matt.11.13 Bible:Luke.16.16,Matt. xi. 13; Luke xvi. 16
volume_3,tertullian,jews_answer,John,John,5,1,new_testament,Bible:John.5.1-John.5.9,John v. 1–9
volume_3,tertullian,jews_answer,Isa,Isa|Ezek|Ezek|Rom,52,5,old_testament_or_other,Bible:Isa.52.5 Bible:Ezek.36.20 Bible:Ezek.36.23 Bible:Rom.2.24,"Isa. lii. 5; Ezek. xxxvi. 20, 23; Rom. ii.
24"
volume_3,tertullian,jews_answer,Rom,Rom,2,24,new_testament,Bible:Rom.2.24,"Rom. ii.
24"
volume_3,tertullian,jews_answer,Isa,Isa,55,6,old_testament_or_other,Bible:Isa.55.6-Isa.55.7,"Isa. lv. 6, 7"
volume_3,tertullian,jews_answer,Luke,Luke,19,41,new_testament,Bible:Luke.19.41-Luke.19.44,Luke xix. 41–44
volume_3,tertullian,jews_answer,Isa,Isa|Isa,1,7,old_testament_or_other,Bible:Isa.1.7-Isa.1.8 Bible:Isa.1.4,"Isa. i. 7, 8, 4"
volume_3,tertullian,jews_answer,Isa,Isa,1,20,old_testament_or_other,Bible:Isa.1.20,Isa. i. 20
volume_3,tertullian,jews_answer,Ps,Ps,59,11,old_testament_or_other,Bible:Ps.59.11,Ps. lix. 11
volume_3,tertullian,jews_answer,Isa,Isa,50,11,old_testament_or_other,Bible:Isa.50.11,Isa. l. 11
volume_3,tertullian,jews_answer,Isa,Isa,53,2,old_testament_or_other,Bible:Isa.53.2,Isa. liii. 2
volume_3,tertullian,jews_answer,Isa,Isa,53,3,old_testament_or_other,Bible:Isa.53.3,Isa. liii. 3
volume_3,tertullian,jews_answer,Isa,Isa,8,14,old_testament_or_other,Bible:Isa.8.14,Isa. viii. 14
volume_3,tertullian,jews_answer,Rom,Rom|Ps,9,32,new_testament,Bible:Rom.9.32-Rom.9.33 Bible:Ps.118.22,"Rom.
ix. 32, 33; Ps. cxviii. 22"
volume_3,tertullian,jews_answer,1Pet,1Pet,2,4,new_testament,Bible:1Pet.2.4,"1 Pet.
ii. 4"
volume_3,tertullian,jews_answer,Ps,Ps,8,5,old_testament_or_other,Bible:Ps.8.5,Ps. viii. 5
volume_3,tertullian,jews_answer,Heb,Heb,2,5,new_testament,Bible:Heb.2.5-Heb.2.9,Heb. ii. 5–9
volume_3,tertullian,jews_answer,Ps,Ps,22,6,old_testament_or_other,Bible:Ps.22.6,Ps. xxii. 6
volume_3,tertullian,jews_answer,Isa,Isa,28,16,old_testament_or_other,Bible:Isa.28.16,"Isa. xxviii.
16"
volume_3,tertullian,jews_answer,Eph,Eph,1,10,new_testament,Bible:Eph.1.10,Eph. i. 10
volume_3,tertullian,jews_answer,Dan,Dan|Dan|Dan,2,34,old_testament_or_other,Bible:Dan.2.34-Dan.2.35 Bible:Dan.2.44 Bible:Dan.2.45,"Dan. ii.
34, 35, 44, 45"
volume_3,tertullian,jews_answer,Dan,Dan,7,13,old_testament_or_other,Bible:Dan.7.13-Dan.7.14,"Dan. vii. 13, 14"
volume_3,tertullian,jews_answer,Ps,Ps,8,5,old_testament_or_other,Bible:Ps.8.5-Ps.8.6,"Ps. viii. 5, 6"
volume_3,tertullian,jews_answer,Heb,Heb,2,6,new_testament,Bible:Heb.2.6-Heb.2.9,Heb. ii. 6–9
volume_3,tertullian,jews_answer,Zech,Zech|Zech,12,10,old_testament_or_other,Bible:Zech.12.10 Bible:Zech.12.12,"Zech. xii. 10, 12"
volume_3,tertullian,jews_answer,Rev,Rev,1,7,new_testament,Bible:Rev.1.7,Rev. i. 7
volume_3,tertullian,jews_answer,Jer,Jer,17,9,old_testament_or_other,Bible:Jer.17.9,Jer. xvii. 9
volume_3,tertullian,jews_answer,Zech,Zech,3,,old_testament_or_other,Bible:Zech.3,Zech. iii
volume_3,tertullian,jews_answer,John,John,6,70,new_testament,Bible:John.6.70,"John vi. 70 and
xiii. 2"
volume_3,tertullian,jews_answer,Hag,Hag|Hag|Hag|Hag|Zech,1,1,old_testament_or_other,Bible:Hag.1.1 Bible:Hag.1.12 Bible:Hag.2.2 Bible:Hag.2.4 Bible:Zech.6.11,"Hag. i. 1, 12; ii. 2, 4; Zech.
vi. 11"
volume_3,tertullian,jews_answer,Ps,Ps|Heb,110,4,old_testament_or_other,Bible:Ps.110.4 Bible:Heb.5.5-Heb.5.10,"Ps. cx. (cix. in LXX.) 4; Heb. v.
5–10"
volume_3,tertullian,jews_answer,Lev,Lev,16,,old_testament_or_other,Bible:Lev.16,Lev. xvi
volume_3,tertullian,jews_answer,Heb,Heb,13,10,new_testament,Bible:Heb.13.10-Heb.13.13,Heb. xiii. 10–13
volume_3,tertullian,jews_answer,Lev,Lev,6,30,old_testament_or_other,Bible:Lev.6.30,"Lev. vi.
30"
volume_3,tertullian,jews_answer,2Sam,2Sam|1Chr|Ps|Ps|Ps,7,13,old_testament_or_other,Bible:2Sam.7.13 Bible:1Chr.17.12 Bible:Ps.89.3-Ps.89.4 Bible:Ps.89.29 Bible:Ps.89.35-Ps.89.37,"2 Sam. (2
Kings in LXX.) vii. 13; 1 Chron. xvii. 12; Ps. lxxxix. 3, 4, 29, 35,
36, 37"
volume_3,tertullian,jews_answer,Ps,Ps|Ps|Ps|Ps|Ps,88,4,old_testament_or_other,Bible:Ps.88.4-Ps.88.5 Bible:Ps.88.30 Bible:Ps.88.36 Bible:Ps.88.37 Bible:Ps.88.38,"Ps. lxxxviii.
4, 5, 30, 36, 37, 38"
volume_3,tertullian,jews_answer,Isa,Isa,55,5,old_testament_or_other,Bible:Isa.55.5,Isa. lv. 5
volume_3,tertullian,treatise,1Tim,1Tim,1,4,new_testament,Bible:1Tim.1.4,1 Tim. i. 4
volume_3,tertullian,treatise,1Cor,1Cor,10,19,new_testament,Bible:1Cor.10.19,1 Cor. x. 19
volume_3,tertullian,treatise,Col,Col,2,8,new_testament,Bible:Col.2.8,Col. ii. 8
volume_3,tertullian,treatise,Acts,Acts,17,21,new_testament,Bible:Acts.17.21,"Acts xvii.
21"
volume_3,tertullian,treatise,Isa,Isa,1,22,old_testament_or_other,Bible:Isa.1.22,Isa. i. 22
volume_3,tertullian,treatise,Isa,Isa,2,3,old_testament_or_other,Bible:Isa.2.3,Isa. ii. 3
volume_3,tertullian,treatise,Gen,Gen,2,7,old_testament_or_other,Bible:Gen.2.7,Gen. ii. 7
volume_3,tertullian,treatise,Luke,Luke,16,23,new_testament,Bible:Luke.16.23-Luke.16.24,"Luke xvi. 23, 24"
volume_3,tertullian,treatise,Rev,Rev,1,10,new_testament,Bible:Rev.1.10,Rev. i. 10
volume_3,tertullian,treatise,Rev,Rev,6,9,new_testament,Bible:Rev.6.9,Rev. vi. 9
volume_3,tertullian,treatise,1Cor,1Cor,12,1,new_testament,Bible:1Cor.12.1-1Cor.12.11,1 Cor. xii. 1–11
volume_3,tertullian,treatise,2Cor,2Cor,12,2,new_testament,Bible:2Cor.12.2-2Cor.12.4,2 Cor. xii. 2–4
volume_3,tertullian,treatise,Isa,Isa,57,16,old_testament_or_other,Bible:Isa.57.16,"Isa. lvii.
16"
volume_3,tertullian,treatise,Isa,Isa,42,5,old_testament_or_other,Bible:Isa.42.5,Isa. xlii. 5
volume_3,tertullian,treatise,1Cor,1Cor,15,46,new_testament,Bible:1Cor.15.46,1 Cor. xv. 46
volume_3,tertullian,treatise,Eph,Eph,5,31,new_testament,Bible:Eph.5.31-Eph.5.32,"Eph. v. 31, 32"
volume_3,tertullian,treatise,Gen,Gen,2,24,old_testament_or_other,Bible:Gen.2.24-Gen.2.25,"Gen. ii. 24, 25"
volume_3,tertullian,treatise,1Sam,1Sam,10,6,old_testament_or_other,Bible:1Sam.10.6,1 Sam. x. 6
volume_3,tertullian,treatise,1Sam,1Sam,10,11,old_testament_or_other,Bible:1Sam.10.11,1 Sam. x. 11
volume_3,tertullian,treatise,Wis,Wis,1,6,deuterocanonical,Bible:Wis.1.6,Wisd. i. 6
volume_3,tertullian,treatise,Prov,Prov,24,12,old_testament_or_other,Bible:Prov.24.12,Prov. xxiv. 12
volume_3,tertullian,treatise,Ps,Ps,139,23,old_testament_or_other,Bible:Ps.139.23,Ps. cxxxix. 23
volume_3,tertullian,treatise,Matt,Matt,9,4,new_testament,Bible:Matt.9.4,Matt. ix. 4
volume_3,tertullian,treatise,Ps,Ps,51,12,old_testament_or_other,Bible:Ps.51.12,Ps. li. 12
volume_3,tertullian,treatise,Rom,Rom,10,10,new_testament,Bible:Rom.10.10,Rom. x. 10
volume_3,tertullian,treatise,1John,1John,3,20,new_testament,Bible:1John.3.20,1 John iii. 20
volume_3,tertullian,treatise,Matt,Matt,5,28,new_testament,Bible:Matt.5.28,Matt. v. 28
volume_3,tertullian,treatise,Luke,Luke,22,15,new_testament,Bible:Luke.22.15,Luke xxii. 15
volume_3,tertullian,treatise,1Tim,1Tim,3,1,new_testament,Bible:1Tim.3.1,1 Tim. iii. 1
volume_3,tertullian,treatise,Gal,Gal,5,12,new_testament,Bible:Gal.5.12,Gal. v. 12
volume_3,tertullian,treatise,Eph,Eph,2,3,new_testament,Bible:Eph.2.3,Eph. ii. 3
volume_3,tertullian,treatise,Matt,Matt,6,24,new_testament,Bible:Matt.6.24,Matt. vi. 24
volume_3,tertullian,treatise,John,John,6,44,new_testament,Bible:John.6.44,John vi. 44
volume_3,tertullian,treatise,Matt,Matt,13,25,new_testament,Bible:Matt.13.25,Matt. xiii. 25
volume_3,tertullian,treatise,Luke,Luke,10,18,new_testament,Bible:Luke.10.18,Luke x. 18
volume_3,tertullian,treatise,Matt,Matt,3,17,new_testament,Bible:Matt.3.17,Matt. iii. 17
volume_3,tertullian,treatise,Matt,Matt,8,15,new_testament,Bible:Matt.8.15,Matt. viii. 15
volume_3,tertullian,treatise,Matt,Matt,26,7,new_testament,Bible:Matt.26.7-Matt.26.12,Matt. xxvi. 7–12
volume_3,tertullian,treatise,Matt,Matt|Luke|1Cor,26,27,new_testament,Bible:Matt.26.27-Matt.26.28 Bible:Luke.22.19-Luke.22.20 Bible:1Cor.11.25,"Matt. xxvi. 27, 28; Luke xxii. 19, 20; 1
Cor. xi. 25"
volume_3,tertullian,treatise,Matt,Matt,17,3,new_testament,Bible:Matt.17.3-Matt.17.8,Matt. xvii. 3–8
volume_3,tertullian,treatise,John,John,2,1,new_testament,Bible:John.2.1-John.2.10,John ii. 1–10
volume_3,tertullian,treatise,John,John,20,27,new_testament,Bible:John.20.27,John xx. 27
volume_3,tertullian,treatise,1John,1John,1,1,new_testament,Bible:1John.1.1,1 John i. 1
volume_3,tertullian,treatise,Rom,Rom,1,20,new_testament,Bible:Rom.1.20,Rom. i. 20
volume_3,tertullian,treatise,Ps,Ps|Matt,8,2,old_testament_or_other,Bible:Ps.8.2 Bible:Matt.21.16,Ps. viii. 2; Matt. xxi. 16
volume_3,tertullian,treatise,Matt,Matt,21,15,new_testament,Bible:Matt.21.15,Matt. xxi. 15
volume_3,tertullian,treatise,Matt,Matt,2,16,new_testament,Bible:Matt.2.16-Matt.2.18,Matt. ii. 16–18
volume_3,tertullian,treatise,Titus,Titus,1,12,new_testament,Bible:Titus.1.12,Tit. i. 12
volume_3,tertullian,treatise,Eph,Eph,5,32,new_testament,Bible:Eph.5.32,Eph. v. 32
volume_3,tertullian,treatise,Gen,Gen,2,23,old_testament_or_other,Bible:Gen.2.23-Gen.2.24,"Gen. ii. 23, 24"
volume_3,tertullian,treatise,Luke,Luke,6,43,new_testament,Bible:Luke.6.43-Luke.6.44,"Luke vi. 43, 44"
volume_3,tertullian,treatise,Matt,Matt,3,7,new_testament,Bible:Matt.3.7-Matt.3.9,Matt. iii. 7–9
volume_3,tertullian,treatise,Eph,Eph,5,8,new_testament,Bible:Eph.5.8,Eph. v. 8
volume_3,tertullian,treatise,1Cor,1Cor,6,11,new_testament,Bible:1Cor.6.11,1 Cor. vi. 11
volume_3,tertullian,treatise,Mark,Mark,16,9,new_testament,Bible:Mark.16.9,Mark xvi. 9
volume_3,tertullian,treatise,Mark,Mark,6,1,new_testament,Bible:Mark.6.1-Mark.6.9,Mark vi. 1–9
volume_3,tertullian,treatise,Gen,Gen,25,22,old_testament_or_other,Bible:Gen.25.22-Gen.25.23,"Gen. xxv. 22, 23"
volume_3,tertullian,treatise,Gen,Gen,25,26,old_testament_or_other,Bible:Gen.25.26,Gen. xxv. 26
volume_3,tertullian,treatise,Luke,Luke,1,41,new_testament,Bible:Luke.1.41-Luke.1.45,Luke i. 41–45
volume_3,tertullian,treatise,Luke,Luke,1,46,new_testament,Bible:Luke.1.46,Luke i. 46
volume_3,tertullian,treatise,Jer,Jer,1,5,old_testament_or_other,Bible:Jer.1.5,Jer. i. 5
volume_3,tertullian,treatise,Jer,Jer,1,5,old_testament_or_other,Bible:Jer.1.5,Jer. i. 5.
volume_3,tertullian,treatise,Gen,Gen,1,28,old_testament_or_other,Bible:Gen.1.28,Gen. i. 28
volume_3,tertullian,treatise,Gen,Gen,1,26,old_testament_or_other,Bible:Gen.1.26,"Ver.
26"
volume_3,tertullian,treatise,Ps,Ps,49,20,old_testament_or_other,Bible:Ps.49.20,Ps. xlix. 20
volume_3,tertullian,treatise,Rom,Rom,13,4,new_testament,Bible:Rom.13.4,Rom. xiii. 4
volume_3,tertullian,treatise,Mark,Mark,13,32,new_testament,Bible:Mark.13.32,Mark xiii. 32
volume_3,tertullian,treatise,Acts,Acts,8,18,new_testament,Bible:Acts.8.18-Acts.8.21,Acts viii. 18–21
volume_3,tertullian,treatise,Matt,Matt,5,26,new_testament,Bible:Matt.5.26,Matt. v. 26
volume_3,tertullian,treatise,1Cor,1Cor,5,10,new_testament,Bible:1Cor.5.10,1 Cor. v. 10
volume_3,tertullian,treatise,Luke,Luke,6,27,new_testament,Bible:Luke.6.27,Luke vi. 27
volume_3,tertullian,treatise,Matt,Matt,5,25,new_testament,Bible:Matt.5.25,Matt. v. 25
volume_3,tertullian,treatise,Matt,Matt,5,26,new_testament,Bible:Matt.5.26,"Ver.
26"
volume_3,tertullian,treatise,Rev,Rev,12,10,new_testament,Bible:Rev.12.10,Rev. xii. 10
volume_3,tertullian,treatise,Matt,Matt,17,12,new_testament,Bible:Matt.17.12,Matt. xvii. 12
volume_3,tertullian,treatise,Matt,Matt,11,14,new_testament,Bible:Matt.11.14,Matt. xi. 14
volume_3,tertullian,treatise,John,John,1,21,new_testament,Bible:John.1.21,John i. 21
volume_3,tertullian,treatise,Mal,Mal,4,5,old_testament_or_other,Bible:Mal.4.5,Mal. iv. 5
volume_3,tertullian,treatise,Num,Num,12,2,old_testament_or_other,Bible:Num.12.2,Num. xii. 2
volume_3,tertullian,treatise,Matt,Matt,22,30,new_testament,Bible:Matt.22.30,Matt. xxii. 30
volume_3,tertullian,treatise,Gen,Gen,2,16,old_testament_or_other,Bible:Gen.2.16,Gen. ii. 16
volume_3,tertullian,treatise,Gen,Gen,9,3,old_testament_or_other,Bible:Gen.9.3,Gen. ix. 3
volume_3,tertullian,treatise,1Cor,1Cor,7,14,new_testament,Bible:1Cor.7.14,1 Cor. vii. 14
volume_3,tertullian,treatise,John,John,3,5,new_testament,Bible:John.3.5,John iii. 5
volume_3,tertullian,treatise,Rom,Rom,6,4,new_testament,Bible:Rom.6.4,Rom. vi. 4
volume_3,tertullian,treatise,Gal,Gal,5,16,new_testament,Bible:Gal.5.16,Gal. v. 16
volume_3,tertullian,treatise,Gal,Gal,5,17,new_testament,Bible:Gal.5.17,"Ver.
17"
volume_3,tertullian,treatise,Rom,Rom,8,5,new_testament,Bible:Rom.8.5,Rom. viii. 5
volume_3,tertullian,treatise,Gen,Gen,2,21,old_testament_or_other,Bible:Gen.2.21,Gen. ii. 21
volume_3,tertullian,treatise,Joel,Joel,3,1,old_testament_or_other,Bible:Joel.3.1,Joel iii. 1
volume_3,tertullian,treatise,Matt,Matt,5,45,new_testament,Bible:Matt.5.45,Matt. v. 45
volume_3,tertullian,treatise,Dan,Dan,2,1,old_testament_or_other,Bible:Dan.2.1,Dan. ii. 1
volume_3,tertullian,treatise,Dan,Dan,1,8,old_testament_or_other,Bible:Dan.1.8-Dan.1.14,Dan. i. 8–14
volume_3,tertullian,treatise,Dan,Dan,10,2,old_testament_or_other,Bible:Dan.10.2,Dan. x. 2
volume_3,tertullian,treatise,Gen,Gen,2,17,old_testament_or_other,Bible:Gen.2.17,Gen. ii. 17
volume_3,tertullian,treatise,Gen,Gen|Heb,5,24,old_testament_or_other,Bible:Gen.5.24 Bible:Heb.11.5,Gen. v. 24; Heb. xi. 5
volume_3,tertullian,treatise,2Kgs,2Kgs,2,11,old_testament_or_other,Bible:2Kgs.2.11,2 Kings ii. 11
volume_3,tertullian,treatise,Rev,Rev,11,3,new_testament,Bible:Rev.11.3,Rev. xi. 3
volume_3,tertullian,treatise,John,John,21,23,new_testament,Bible:John.21.23,John xxi. 23
volume_3,tertullian,treatise,1Cor,1Cor|1Cor|2Cor,3,16,new_testament,Bible:1Cor.3.16 Bible:1Cor.6.19 Bible:2Cor.6.16,"1 Cor. iii. 16; vi. 19; 2 Cor. vi.
16"
volume_3,tertullian,treatise,Matt,Matt,12,40,new_testament,Bible:Matt.12.40,Matt. xii. 40
volume_3,tertullian,treatise,1Cor,1Cor,15,3,new_testament,Bible:1Cor.15.3,1 Cor. xv. 3
volume_3,tertullian,treatise,1Cor,1Cor,15,4,new_testament,Bible:1Cor.15.4,"Ver.
4"
volume_3,tertullian,treatise,1Pet,1Pet,3,19,new_testament,Bible:1Pet.3.19,1 Pet. iii. 19
volume_3,tertullian,treatise,Matt,Matt,10,24,new_testament,Bible:Matt.10.24,Matt. x. 24
volume_3,tertullian,treatise,1Cor,1Cor|1Thess,15,52,new_testament,Bible:1Cor.15.52 Bible:1Thess.4.16,1 Cor. xv. 52 and 1 Thess. iv. 16
volume_3,tertullian,treatise,1Thess,1Thess,4,17,new_testament,Bible:1Thess.4.17,1 Thess. iv. 17
volume_3,tertullian,treatise,1Thess,1Thess,4,16,new_testament,Bible:1Thess.4.16,"Ver.
16"
volume_3,tertullian,treatise,Matt,Matt,16,24,new_testament,Bible:Matt.16.24,Matt. xvi. 24
volume_3,tertullian,treatise,Exod,Exod,7,12,old_testament_or_other,Bible:Exod.7.12,Ex. vii. 12
volume_3,tertullian,treatise,Acts,Acts|Acts,8,9,new_testament,Bible:Acts.8.9 Bible:Acts.13.8,Acts viii. 9; xiii. 8
volume_3,tertullian,treatise,1Sam,1Sam,28,6,old_testament_or_other,Bible:1Sam.28.6-1Sam.28.16,1 Sam. xxviii. 6–16
volume_3,tertullian,treatise,2Cor,2Cor,11,14,new_testament,Bible:2Cor.11.14,2 Cor. xi. 14
volume_3,tertullian,treatise,2Thess,2Thess,2,4,new_testament,Bible:2Thess.2.4,2 Thess. ii. 4
volume_3,tertullian,treatise,Matt,Matt,24,24,new_testament,Bible:Matt.24.24,Matt. xxiv. 24
volume_3,tertullian,treatise,Luke,Luke,16,26,new_testament,Bible:Luke.16.26,Luke xvi. 26
volume_3,tertullian,heretics,Matt,Matt|Matt|Matt|Matt|1Tim|2Pet,7,15,new_testament,Bible:Matt.7.15 Bible:Matt.24.4 Bible:Matt.24.11 Bible:Matt.24.24 Bible:1Tim.4.1-1Tim.4.3 Bible:2Pet.2.1,"Matt. vii. 15; xxiv. 4, 11, 24; 1 Tim. iv.
1–3; 2 Pet. ii. 1"
volume_3,tertullian,heretics,1Cor,1Cor,11,19,new_testament,Bible:1Cor.11.19,1 Cor. xi. 19
volume_3,tertullian,heretics,1Sam,1Sam,18,8,old_testament_or_other,Bible:1Sam.18.8-1Sam.18.9,"1 Sam. xviii. 8, 9"
volume_3,tertullian,heretics,1Sam,1Sam,13,14,old_testament_or_other,Bible:1Sam.13.14,1 Sam. xiii. 14
volume_3,tertullian,heretics,2Sam,2Sam,11,,old_testament_or_other,Bible:2Sam.11,2 Sam. xi
volume_3,tertullian,heretics,1Kgs,1Kgs,11,4,old_testament_or_other,Bible:1Kgs.11.4,1 Kings xi. 4
volume_3,tertullian,heretics,Heb,Heb,4,15,new_testament,Bible:Heb.4.15,Heb. iv. 15
volume_3,tertullian,heretics,Matt,Matt,10,22,new_testament,Bible:Matt.10.22,Matt. x. 22
volume_3,tertullian,heretics,Jer,Jer,32,19,old_testament_or_other,Bible:Jer.32.19,Jer. xxxii. 19
volume_3,tertullian,heretics,1Sam,1Sam,16,7,old_testament_or_other,Bible:1Sam.16.7,1 Sam. xvi. 7
volume_3,tertullian,heretics,2Tim,2Tim,2,19,new_testament,Bible:2Tim.2.19,2 Tim. ii. 19
volume_3,tertullian,heretics,Matt,Matt,15,13,new_testament,Bible:Matt.15.13,Matt. xv. 13
volume_3,tertullian,heretics,Matt,Matt,20,16,new_testament,Bible:Matt.20.16,Matt. xx. 16
volume_3,tertullian,heretics,Matt,Matt,3,12,new_testament,Bible:Matt.3.12,Matt. iii. 12
volume_3,tertullian,heretics,John,John,6,66,new_testament,Bible:John.6.66,John vi. 66
volume_3,tertullian,heretics,John,John|John|John,1,1,new_testament,Bible:John.1.1 Bible:John.6.68 Bible:John.16.30,"John
i. 1; vi. 68, and xvi. 30"
volume_3,tertullian,heretics,John,John,6,67,new_testament,Bible:John.6.67,John vi. 67
volume_3,tertullian,heretics,2Tim,2Tim|2Tim|1Tim,1,15,new_testament,Bible:2Tim.1.15 Bible:2Tim.2.17 Bible:1Tim.1.20,"2 Tim. i. 15; ii. 17; 1 Tim. i.
20"
volume_3,tertullian,heretics,1John,1John,2,19,new_testament,Bible:1John.2.19,1 John ii. 19
volume_3,tertullian,heretics,Matt,Matt,7,15,new_testament,Bible:Matt.7.15,Matt. vii. 15
volume_3,tertullian,heretics,Gal,Gal,1,8,new_testament,Bible:Gal.1.8-Gal.1.9,"Galat. i. 8, 9"
volume_3,tertullian,heretics,1Thess,1Thess,5,21,new_testament,Bible:1Thess.5.21,1 Thess. v. 21
volume_3,tertullian,heretics,1Cor,1Cor,11,18,new_testament,Bible:1Cor.11.18,1 Cor. xi. 18
volume_3,tertullian,heretics,1Cor,1Cor,1,10,new_testament,Bible:1Cor.1.10,1 Cor. i. 10
volume_3,tertullian,heretics,Gal,Gal,5,20,new_testament,Bible:Gal.5.20,Gal. v. 20
volume_3,tertullian,heretics,Titus,Titus,3,10,new_testament,Bible:Titus.3.10-Titus.3.11,"Tit. iii. 10, 11"
volume_3,tertullian,heretics,Gal,Gal,1,8,new_testament,Bible:Gal.1.8,Gal. i. 8
volume_3,tertullian,heretics,2Cor,2Cor,11,14,new_testament,Bible:2Cor.11.14,2 Cor. xi. 14
volume_3,tertullian,heretics,1Tim,1Tim,4,1,new_testament,Bible:1Tim.4.1,1 Tim. iv. 1
volume_3,tertullian,heretics,1Cor,1Cor|1Cor,3,18,new_testament,Bible:1Cor.3.18 Bible:1Cor.3.25,"1 Cor.
iii. 18 and 25"
volume_3,tertullian,heretics,Amos,Amos,3,,old_testament_or_other,Bible:Amos.3,Amos. iii.
volume_3,tertullian,heretics,1Tim,1Tim,1,4,new_testament,Bible:1Tim.1.4,1 Tim. i. 4
volume_3,tertullian,heretics,Titus,Titus,3,9,new_testament,Bible:Titus.3.9,Tit. iii. 9
volume_3,tertullian,heretics,2Tim,2Tim,2,17,new_testament,Bible:2Tim.2.17,2 Tim. ii. 17
volume_3,tertullian,heretics,Col,Col,2,8,new_testament,Bible:Col.2.8,Col. ii. 8
volume_3,tertullian,heretics,Acts,Acts,3,5,new_testament,Bible:Acts.3.5,Acts iii. 5
